curr_num: 467, symbol: *
curr_num: 324, symbol: *
curr_num: 599, symbol: *
curr_num: 905, symbol: *
curr_num: 762, symbol: *
curr_num: 262, symbol: *
curr_num: 597, symbol: -
curr_num: 847, symbol: *
curr_num: 311, symbol: *
curr_num: 654, symbol: @
curr_num: 837, symbol: =
curr_num: 455, symbol: *
curr_num: 37, symbol: *
curr_num: 439, symbol: $
curr_num: 147, symbol: =
curr_num: 262, symbol: %
curr_num: 787, symbol: -
curr_num: 778, symbol: #
curr_num: 908, symbol: *
curr_num: 827, symbol: *
curr_num: 567, symbol: *
curr_num: 427, symbol: *
curr_num: 819, symbol: *
curr_num: 643, symbol: =
curr_num: 886, symbol: *
curr_num: 243, symbol: *
curr_num: 672, symbol: -
curr_num: 185, symbol: *
curr_num: 107, symbol: *
curr_num: 226, symbol: #
curr_num: 965, symbol: $
curr_num: 756, symbol: *
curr_num: 808, symbol: /
curr_num: 221, symbol: *
curr_num: 574, symbol: /
curr_num: 541, symbol: &
curr_num: 871, symbol: *
curr_num: 326, symbol: *
curr_num: 349, symbol: *
curr_num: 841, symbol: $
curr_num: 688, symbol: *
curr_num: 177, symbol: @
curr_num: 166, symbol: +
curr_num: 189, symbol: %
curr_num: 744, symbol: -
curr_num: 308, symbol: *
curr_num: 99, symbol: *
curr_num: 391, symbol: *
curr_num: 630, symbol: /
curr_num: 463, symbol: =
curr_num: 930, symbol: *
curr_num: 543, symbol: *
curr_num: 519, symbol: *
curr_num: 984, symbol: *
curr_num: 741, symbol: *
curr_num: 915, symbol: +
curr_num: 769, symbol: *
curr_num: 207, symbol: =
curr_num: 976, symbol: *
curr_num: 158, symbol: *
curr_num: 331, symbol: *
curr_num: 48, symbol: *
curr_num: 224, symbol: *
curr_num: 184, symbol: *
curr_num: 874, symbol: *
curr_num: 537, symbol: *
curr_num: 934, symbol: *
curr_num: 339, symbol: *
curr_num: 829, symbol: *
curr_num: 682, symbol: &
curr_num: 794, symbol: *
curr_num: 430, symbol: -
curr_num: 848, symbol: *
curr_num: 175, symbol: *
curr_num: 381, symbol: *
curr_num: 270, symbol: *
curr_num: 198, symbol: +
curr_num: 911, symbol: *
curr_num: 52, symbol: *
curr_num: 642, symbol: &
curr_num: 45, symbol: +
curr_num: 445, symbol: *
Part 1 entry: 534001
